reward
-0.70961366110319
-0.7156442940379032
-0.6966466914705851
-0.6975774331900895
-0.7014716243795146
-0.6958368835818336
-0.7015240338656202
-0.7026986139124556
-0.7092313962625143
-0.705120064120726
-0.7009917846735224
-0.7132042152716501
-0.7023840326801339
-0.6992575049199575
-0.7028719164986001
-0.7091997415035436
-0.6970661052093876
-0.7023202229316438
-0.7079606435002748
-0.6983361775229915
-0.7094697864620738
-0.7155750928008847
-0.6974447591643049
-0.7005912109751956
-0.6991578612564452
-0.7034143251807343
-0.7032697376752646
-0.7105531720494408
-0.7020105660996253
-0.7079689176440955
-0.7098994178294096
-0.6962570732510807
-0.7169787950329606
-0.7020517927517144
-0.7099995989235117
-0.7192272626777849
-0.7017901225408586
-0.7006737351129543
-0.6910305030961618
-0.70721895310438
-0.702370247214522
-0.7004596362336687
-0.7029296493516239
-0.7051635688276452
-0.7145655962903005
-0.7048680734426189
-0.7126867548615002
-0.7085376068867557
-0.6985138398056412
-0.7020012924925102
-0.7025378849046194
-0.7039213510047464
-0.7006171500986914
-0.7129722929671153
-0.7025357610994819
-0.7088659321529514
-0.7039717391009639
-0.7049141510415575
-0.7024123884657115
-0.7025335592100782
-0.6993873059205081
-0.6931121935129311
-0.7048292749503444
-0.6975176620869106
-0.7096702875747785
-0.7143472317379952
-0.6983820364245741
-0.7109855979995597
-0.7070036909690407
-0.6961322075754688
-0.6896949168013992
-0.7060328079994926
-0.7022419468288613
-0.7113849993490563
-0.7084787670638535
-0.7116980565309775
-0.7059587964951717
-0.6964505805000858
-0.6983280498153226
-0.708400816090458
-0.7080159927107281
-0.7108288563193895
-0.7012327460253499
-0.7099208636023291
-0.7028977188876386
-0.7029594745900218
-0.7111501323772279
-0.7199252507971903
-0.6994370988928088
-0.7120344385228664
-0.7099670804072045
-0.707547633664233
-0.6976534413183839
-0.7059098864993796
-0.6996031844405836
-0.7019316748401666
-0.6973775843061749
-0.7055485432589848
-0.7030701394439027
-0.715273777579336
-0.7063461763415955
-0.6988681404743283
-0.7146510514894547
-0.7157575594152038
-0.6978590540084968
-0.6893632884324555
-0.7087584118539068
-0.7012633209290194
-0.7026727081154887
-0.7091602366249452
-0.704884498130945
-0.7132330151704679
-0.7081039369303974
-0.7017481678783254
-0.7108252695087599
-0.6973910976435043
-0.7162126918717101
-0.7006098928566483
-0.7011196632301525
-0.6986967724694535
-0.7008935644360951
-0.6997455150241229
-0.6950315916092982
-0.6896862084353598
-0.700565421010051
-0.7050164330937263
-0.7114784632720378
-0.7032285382042829
-0.6987378590201458
-0.7152361633225045
-0.7089005648801612
-0.7013663233930031
-0.7024892614310175
-0.7106948893746826
-0.7090412241226192
-0.7129303336788851
-0.7010363774944518
-0.7077307528962369
-0.698479704187658
-0.7037910008302657
-0.69864050425934
-0.6970503032763682
-0.710255994557325
-0.7006085591558381
-0.7121260699267568
-0.6949330112171299
-0.6980019757247506
-0.7188401971128706
-0.7092818153365914
-0.7103089014596708
-0.7116504017423707
-0.7013507618633369
-0.7009357268201811
-0.7144920004337642
-0.7147860021373326
-0.7084734648042517
-0.7027761532957857
-0.7025524599782128
-0.6980290861122871
-0.7055791195953942
-0.7051326856292672
-0.6977675696138492
-0.7101289663926251
-0.6998247016068836
-0.7084105891605854
-0.7008904579102414
-0.7062752456147685
-0.7025979844631882
-0.6970196585778481
-0.7070936127879623
-0.6978862406126267
-0.7005464968473339
-0.7009844012174159
-0.7018816780965814
-0.7097808582209619
-0.707046569850496
-0.7070192363189924
-0.7038339715349271
-0.7072739296031656
-0.70936824626163
-0.6989359428720864
-0.7100799711437518
-0.7094224357927612
-0.7125925395386113
-0.6993552251826839
-0.7156256080015065
-0.7139836536756689
-0.7104932927795903
-0.7059046699533829
-0.7003633990091983
-0.7024715197742261
-0.7036454611674665
-0.7128473092491686
-0.7072335774334926
-0.6913790012491173
-0.7068313229687093
-0.7114165540158665
-0.7016246433230636
-0.700590421372327
-0.7098769261826847
-0.7095149593068708
-0.7067696288689795
-0.7171661802398756
