epoch,epsilon,time,reward
534,0.2952450000000001,1701683219.563228,-51.195448957360725
535,0.2952450000000001,1701683220.2512631,-51.6402190320572
536,0.2952450000000001,1701683221.0067673,-51.084182228446934
537,0.2952450000000001,1701683221.7791562,-57.064062791783364
538,0.2952450000000001,1701683222.4345295,-51.27041783380018
539,0.2952450000000001,1701683223.1300397,-54.74806139122317
540,0.2952450000000001,1701683223.7977736,-50.349637021475274
541,0.2952450000000001,1701683224.5026212,-51.66870603797078
542,0.2952450000000001,1701683225.275355,-53.13775754746348
543,0.2952450000000001,1701683225.9369903,-51.97551820728297
544,0.2952450000000001,1701683226.6219084,-50.92853135698727
545,0.2952450000000001,1701683227.322218,-52.88200552443203
546,0.2952450000000001,1701683227.9855614,-50.33463741051976
547,0.2952450000000001,1701683228.6667926,-51.05927910052908
548,0.2952450000000001,1701683229.335554,-50.58538165266106
549,0.2952450000000001,1701683230.0120387,-50.72440281668218
550,0.2952450000000001,1701683230.7095277,-52.68010504201683
551,0.2952450000000001,1701683231.498066,-53.539239417989464
552,0.2952450000000001,1701683232.2375138,-54.57943977591033
553,0.2952450000000001,1701683232.9194114,-57.92399704326169
554,0.2952450000000001,1701683233.5738363,-60.61097766884528
555,0.2952450000000001,1701683234.2517974,-50.74892351384999
556,0.2952450000000001,1701683234.922024,-51.194937363834455
557,0.2952450000000001,1701683235.5779617,-50.53791044195458
558,0.2952450000000001,1701683236.2577474,-53.41493036103327
559,0.2952450000000001,1701683237.03288,-52.21473155929039
560,0.2952450000000001,1701683237.7132854,-51.83440981948329
561,0.2952450000000001,1701683238.3882785,-50.96976423902892
562,0.2952450000000001,1701683239.081218,-52.29272953625893
563,0.2952450000000001,1701683239.7575252,-52.674566215374995
564,0.2952450000000001,1701683240.4287722,-51.66152233115471
565,0.2952450000000001,1701683241.1092145,-51.14150599128537
566,0.2952450000000001,1701683241.8494866,-51.5948887332711
567,0.2952450000000001,1701683242.6107488,-52.066949502023036
568,0.2952450000000001,1701683243.2561395,-51.95859593837535
569,0.2952450000000001,1701683243.9320629,-51.44233854652973
570,0.2952450000000001,1701683244.6024292,-50.92635854341733
571,0.2952450000000001,1701683245.3623536,-50.488669856831585
572,0.2952450000000001,1701683246.199321,-51.39881808278863
573,0.2952450000000001,1701683246.9864962,-51.32313920012447
574,0.2952450000000001,1701683247.6802351,-51.640454793028326
575,0.2952450000000001,1701683248.3793645,-51.253017818238355
576,0.2952450000000001,1701683249.1005094,-52.37569638966703
577,0.2952450000000001,1701683249.8111026,-51.95588040771861
578,0.2952450000000001,1701683250.5279014,-50.771887643946414
579,0.2952450000000001,1701683251.2317033,-52.413286647992464
580,0.2952450000000001,1701683251.9193487,-50.29192421413007
581,0.2952450000000001,1701683252.5781753,-51.16594421101776
582,0.2952450000000001,1701683253.3879404,-52.32537815126052
583,0.2952450000000001,1701683254.1452534,-52.986390056022394
584,0.2952450000000001,1701683254.8543558,-48.93751439464683
585,0.2952450000000001,1701683255.5489883,-53.25512488328667
586,0.2952450000000001,1701683256.2199242,-51.72577497665727
587,0.2952450000000001,1701683256.8937147,-54.248583877995664
588,0.2952450000000001,1701683257.5549688,-51.59351151571741
589,0.2952450000000001,1701683258.2327573,-50.738829754123856
590,0.2952450000000001,1701683258.9084344,-50.199629240585075
591,0.2952450000000001,1701683259.5686224,-51.04950474634301
592,0.2952450000000001,1701683260.4251487,-50.57575941487702
593,0.2952450000000001,1701683261.1153264,-53.00853252412076
594,0.2952450000000001,1701683261.8515167,-50.720931372549025
595,0.2952450000000001,1701683262.5338142,-51.39198451602862
596,0.2952450000000001,1701683263.248486,-51.614737784002486
597,0.2952450000000001,1701683263.9077964,-51.58067460317462
598,0.2952450000000001,1701683264.6464965,-50.72575124494246
599,0.2657205000000001,1701683265.3459783,-52.56762254901962
600,0.2657205000000001,1701683266.197235,-53.162312091503246
601,0.2657205000000001,1701683266.9492986,-53.62506263616563
602,0.2657205000000001,1701683267.6459234,-50.45967592592597
603,0.2657205000000001,1701683268.330987,-51.14875194522257
604,0.2657205000000001,1701683269.0594494,-51.20860410831001
605,0.2657205000000001,1701683269.7644107,-51.30631691565514
606,0.2657205000000001,1701683270.4712386,-50.791095549330876
607,0.2657205000000001,1701683271.1533973,-52.173709150326786
608,0.2657205000000001,1701683271.94577,-52.14614729225028
609,0.2657205000000001,1701683272.6642597,-50.41104186118888
610,0.2657205000000001,1701683273.3679876,-51.13882314036728
611,0.2657205000000001,1701683274.0765216,-54.79529450669162
612,0.2657205000000001,1701683274.791466,-53.226372159975135
613,0.2657205000000001,1701683275.8265927,-52.11845315904141
614,0.2657205000000001,1701683276.613206,-52.87866557734201
615,0.2657205000000001,1701683277.2971847,-52.70226696234054
616,0.2657205000000001,1701683277.972591,-50.08852785558666
617,0.2657205000000001,1701683278.6747205,-53.20146164021165
618,0.2657205000000001,1701683279.358871,-53.19360294117651
619,0.2657205000000001,1701683280.0411055,-50.46935146280728
620,0.2657205000000001,1701683280.9283707,-52.21497899159663
621,0.2657205000000001,1701683281.6219037,-53.769912075941505
622,0.2657205000000001,1701683282.3601532,-52.81790188297544
623,0.2657205000000001,1701683283.0557642,-52.277969187675026
624,0.2657205000000001,1701683283.8170075,-50.47043495175846
625,0.2657205000000001,1701683285.2681541,-59.15830687830691
626,0.2657205000000001,1701683286.0086243,-53.60008986928106
627,0.2657205000000001,1701683286.7442272,-51.7819607843137
628,0.2657205000000001,1701683287.6118207,-55.053369903516966
629,0.2657205000000001,1701683288.5631106,-49.22116479925303
630,0.2657205000000001,1701683289.3683288,-53.26637877373166
631,0.2657205000000001,1701683290.2708552,-52.2991915655151
632,0.2657205000000001,1701683291.0321891,-53.37325591347657
633,0.2657205000000001,1701683291.7009592,-52.04539760348587
634,0.2657205000000001,1701683292.407375,-52.331317304699674
635,0.2657205000000001,1701683293.0813363,-50.89583022097726
636,0.2657205000000001,1701683293.7558875,-51.72100451291632
637,0.2657205000000001,1701683294.4202573,-57.89583994708988
638,0.2657205000000001,1701683295.1296287,-51.441659663865536
639,0.2657205000000001,1701683295.8217723,-50.84585550887017
640,0.2657205000000001,1701683296.7031913,-52.68830415499537
641,0.2657205000000001,1701683297.4370627,-51.07543261749143
642,0.2657205000000001,1701683298.1382177,-52.57224050731406
643,0.2657205000000001,1701683298.878546,-51.042143635231824
644,0.2657205000000001,1701683299.609987,-52.522862978524735
645,0.2657205000000001,1701683300.2824075,-50.94970627139744
646,0.2657205000000001,1701683300.959077,-51.2767779333956
647,0.2657205000000001,1701683301.648076,-51.87497938064113
648,0.2657205000000001,1701683302.3561275,-52.627054933084295
649,0.2657205000000001,1701683303.1456673,-53.05194911297852
650,0.2657205000000001,1701683303.8610842,-52.609442888266415
651,0.2657205000000001,1701683304.5888815,-51.12439309056956
652,0.2657205000000001,1701683305.3616195,-51.890455571117315
653,0.2657205000000001,1701683306.223554,-51.29382469654524
654,0.2657205000000001,1701683306.9113698,-51.88328353563646
655,0.2657205000000001,1701683307.6693234,-56.786148848428276
656,0.2657205000000001,1701683308.424999,-53.28953159041399
657,0.2657205000000001,1701683309.143798,-53.602451758481195
658,0.2657205000000001,1701683309.864669,-50.890856676003764
659,0.2657205000000001,1701683310.6087935,-51.98379512916272
660,0.2657205000000001,1701683311.3036404,-49.15464596949896
661,0.2657205000000001,1701683312.102742,-51.517622549019634
662,0.2657205000000001,1701683312.809956,-51.054898459383786
663,0.2657205000000001,1701683313.5000167,-51.543602163087456
664,0.2657205000000001,1701683314.1813304,-51.500580454404
665,0.2657205000000001,1701683314.865706,-51.597228835978854
666,0.2657205000000001,1701683315.591927,-59.86737356053526
667,0.2657205000000001,1701683316.2677252,-51.482693744164266
668,0.2657205000000001,1701683316.9979215,-50.304756847183306
669,0.2657205000000001,1701683317.6627758,-51.25491246498603
670,0.2657205000000001,1701683318.3383057,-53.6165005446623
671,0.2657205000000001,1701683319.0694637,-51.0773720043573
672,0.2657205000000001,1701683319.948851,-50.964049564270184
673,0.2657205000000001,1701683320.6941488,-51.8232376283847
674,0.2657205000000001,1701683321.398457,-54.70453898225958
675,0.2657205000000001,1701683322.1409388,-50.89867997198885
676,0.2657205000000001,1701683322.83504,-51.130521319638916
677,0.2657205000000001,1701683323.5388212,-51.712364612511685
678,0.2657205000000001,1701683324.2487044,-51.250953937130404
679,0.2657205000000001,1701683324.929605,-54.749510582010636
680,0.2657205000000001,1701683325.612779,-51.944878229069396
681,0.2657205000000001,1701683326.493787,-51.61786570183633
682,0.2657205000000001,1701683327.2153633,-51.37876478369125
683,0.2657205000000001,1701683327.916955,-58.924337457205056
684,0.2657205000000001,1701683328.6374357,-52.90393401805163
685,0.2657205000000001,1701683329.364449,-50.05227435418612
686,0.2657205000000001,1701683330.0659904,-51.41061391223162
687,0.2657205000000001,1701683330.758978,-52.60023031434793
688,0.2657205000000001,1701683331.4349077,-52.78130524431993
689,0.2657205000000001,1701683332.2374527,-49.6768176159353
690,0.2657205000000001,1701683333.1317453,-52.26113289760349
691,0.2657205000000001,1701683333.841824,-58.056956115779634
692,0.2657205000000001,1701683334.5746765,-51.231079598506064
693,0.2657205000000001,1701683335.4391234,-52.150936041083135
694,0.2657205000000001,1701683336.4056835,-51.97736616868971
695,0.2657205000000001,1701683337.1163485,-50.69689036725805
696,0.2657205000000001,1701683337.8369625,-51.77857804232807
697,0.2657205000000001,1701683338.516277,-49.53221755368816
698,0.2657205000000001,1701683339.2445457,-50.478291705571124
699,0.23914845000000007,1701683339.9637544,-52.21547307812012
700,0.23914845000000007,1701683340.6994631,-53.10070883909123
701,0.23914845000000007,1701683341.6143236,-51.901105275443506
702,0.23914845000000007,1701683342.322981,-51.63727513227511
703,0.23914845000000007,1701683343.0047157,-51.90592047930284
704,0.23914845000000007,1701683343.7034037,-52.47037970743853
705,0.23914845000000007,1701683344.426057,-54.21634064737004
706,0.23914845000000007,1701683345.2702239,-53.32254007158423
707,0.23914845000000007,1701683345.9742918,-52.0417779333956
708,0.23914845000000007,1701683346.6734576,-52.32175692499218
709,0.23914845000000007,1701683347.370167,-51.15154256146903
710,0.23914845000000007,1701683348.0805824,-52.17087068160592
711,0.23914845000000007,1701683348.9460444,-53.15027544351073
712,0.23914845000000007,1701683349.744454,-51.26019957983189
713,0.23914845000000007,1701683350.47348,-55.551984516028625
714,0.23914845000000007,1701683351.1872296,-53.05997587924057
715,0.23914845000000007,1701683352.0794425,-51.19280851229382
716,0.23914845000000007,1701683352.8103518,-53.816103330221004
717,0.23914845000000007,1701683353.5081763,-52.08993619670092
718,0.23914845000000007,1701683354.2167048,-52.02711718020538
719,0.23914845000000007,1701683354.93687,-51.03766028633675
720,0.23914845000000007,1701683355.6319218,-51.18032485216306
721,0.23914845000000007,1701683356.4065413,-54.88107765328354
722,0.23914845000000007,1701683357.2909455,-51.837238173046984
723,0.23914845000000007,1701683358.0375564,-52.51463079676308
724,0.23914845000000007,1701683358.740126,-57.89145230314357
725,0.23914845000000007,1701683359.4465733,-52.1347677404295
726,0.23914845000000007,1701683360.1547165,-52.86849984438216
727,0.23914845000000007,1701683360.8736415,-50.784861111111155
728,0.23914845000000007,1701683361.5847592,-53.83073334889505
729,0.23914845000000007,1701683362.3093565,-52.26248327108622
730,0.23914845000000007,1701683363.0037553,-50.44732998755053
731,0.23914845000000007,1701683363.8613594,-52.42473233737938
732,0.23914845000000007,1701683364.5605485,-50.4967522564581
733,0.23914845000000007,1701683365.3494265,-53.64230508870208
734,0.23914845000000007,1701683366.3274872,-52.4031714908186
735,0.23914845000000007,1701683367.0686743,-53.321341814503654
736,0.23914845000000007,1701683368.0153093,-52.8281637099284
737,0.23914845000000007,1701683368.7574723,-49.85376595082474
738,0.23914845000000007,1701683369.4693794,-51.89712768440711
739,0.23914845000000007,1701683370.1833014,-51.4031520385932
740,0.23914845000000007,1701683370.8995605,-51.20103719265483
741,0.23914845000000007,1701683371.7768161,-50.24471560846567
742,0.23914845000000007,1701683372.5383832,-55.476102941176485
743,0.23914845000000007,1701683373.2487254,-52.097791005290986
744,0.23914845000000007,1701683373.9724882,-52.74829676314971
745,0.23914845000000007,1701683374.711754,-53.77051704014939
746,0.23914845000000007,1701683375.4506462,-51.61464830376601
747,0.23914845000000007,1701683376.2718434,-51.126827342047925
748,0.23914845000000007,1701683377.0125399,-50.70752100840337
749,0.23914845000000007,1701683377.7112818,-52.21590102707744
750,0.23914845000000007,1701683378.4218245,-52.32637138188609
751,0.23914845000000007,1701683379.1493893,-53.75081388110795
752,0.23914845000000007,1701683379.911035,-51.11929154995323
753,0.23914845000000007,1701683380.61796,-49.543511515717384
754,0.23914845000000007,1701683381.3146327,-51.84284235916594
755,0.23914845000000007,1701683382.0172353,-51.37726229380644
756,0.23914845000000007,1701683382.9065669,-51.63765445066918
757,0.23914845000000007,1701683383.6091807,-52.45663787737318
758,0.23914845000000007,1701683384.321595,-51.28859399315281
759,0.23914845000000007,1701683385.055412,-50.40382508558979
760,0.23914845000000007,1701683385.7769547,-50.368043884220356
761,0.23914845000000007,1701683386.476181,-52.11950124494243
762,0.23914845000000007,1701683387.190144,-52.62168806411456
763,0.23914845000000007,1701683387.8754346,-50.02474206349213
764,0.23914845000000007,1701683388.5726492,-53.547720977279816
765,0.23914845000000007,1701683389.2692933,-52.16578431372547
766,0.23914845000000007,1701683390.1429224,-52.59484982882039
767,0.23914845000000007,1701683390.9051087,-50.92001711795831
768,0.23914845000000007,1701683391.6274526,-50.81188414254597
769,0.23914845000000007,1701683392.348898,-52.03693471833174
770,0.23914845000000007,1701683393.0454943,-51.05684718331778
771,0.23914845000000007,1701683393.7388468,-50.994167055711166
772,0.23914845000000007,1701683394.445115,-53.45036842514786
773,0.23914845000000007,1701683395.3031592,-52.653181216931216
774,0.23914845000000007,1701683396.5162492,-51.9296829287271
775,0.23914845000000007,1701683397.2164488,-52.08645619358855
776,0.23914845000000007,1701683397.9635901,-53.17639744786802
777,0.23914845000000007,1701683398.8142142,-50.785329909741684
778,0.23914845000000007,1701683399.541653,-51.45279411764705
779,0.23914845000000007,1701683400.3107924,-50.79490234982883
780,0.23914845000000007,1701683401.3697438,-50.89966425459071
781,0.23914845000000007,1701683402.203167,-50.07547346716466
782,0.23914845000000007,1701683403.0027356,-52.83459811702464
783,0.23914845000000007,1701683403.7100322,-50.19860994397758
784,0.23914845000000007,1701683404.4326,-52.35363834422658
785,0.23914845000000007,1701683405.1653316,-51.2436566293184
786,0.23914845000000007,1701683405.9696438,-51.39714441332093
787,0.23914845000000007,1701683406.7578845,-51.63480859010269
788,0.23914845000000007,1701683407.7562351,-51.76958138811084
789,0.23914845000000007,1701683408.4944222,-52.57077380952378
790,0.23914845000000007,1701683409.242143,-51.45967826019298
791,0.23914845000000007,1701683409.9574964,-52.588378073451594
792,0.23914845000000007,1701683410.679456,-52.25980859010271
793,0.23914845000000007,1701683411.4264777,-51.73203042328044
794,0.23914845000000007,1701683412.1975071,-50.923372626828545
795,0.23914845000000007,1701683412.9222336,-51.83794234360409
796,0.23914845000000007,1701683413.768327,-51.649035947712385
797,0.23914845000000007,1701683414.65333,-51.632633831310365
798,0.23914845000000007,1701683415.7951093,-51.88445961718018
799,0.21523360500000008,1701683416.6617408,-52.143799408652406
800,0.21523360500000008,1701683417.5947368,-49.8080929038282
801,0.21523360500000008,1701683418.3993068,-50.768505680049834
802,0.21523360500000008,1701683419.1684783,-53.98633364456893
803,0.21523360500000008,1701683419.9602103,-52.580448568316214
804,0.21523360500000008,1701683420.899534,-51.85268907563032
805,0.21523360500000008,1701683421.8760707,-53.75619242141298
806,0.21523360500000008,1701683422.7132716,-50.175062636165556
807,0.21523360500000008,1701683423.6772075,-55.06541277622158
808,0.21523360500000008,1701683424.3989365,-51.75218720821663
809,0.21523360500000008,1701683425.125294,-52.07810613134139
810,0.21523360500000008,1701683425.8755114,-52.38011087768442
811,0.21523360500000008,1701683426.6191869,-51.74676198257074
812,0.21523360500000008,1701683427.4572856,-51.05461484593838
813,0.21523360500000008,1701683428.2977216,-51.494301276066004
814,0.21523360500000008,1701683428.9982612,-54.53320183629007
815,0.21523360500000008,1701683429.7134244,-50.516926159352636
816,0.21523360500000008,1701683430.4485502,-51.79597144413323
817,0.21523360500000008,1701683431.195046,-51.98118814192342
818,0.21523360500000008,1701683431.978668,-50.39066176470588
819,0.21523360500000008,1701683432.8045752,-51.160794039838166
820,0.21523360500000008,1701683433.5289764,-53.908629007158396
821,0.21523360500000008,1701683434.2877665,-52.33000700280111
822,0.21523360500000008,1701683435.0013814,-51.73943043884226
823,0.21523360500000008,1701683435.6852262,-51.95041316526613
824,0.21523360500000008,1701683436.4137793,-53.03445300342357
825,0.21523360500000008,1701683437.1121483,-51.085289060068504
826,0.21523360500000008,1701683437.964575,-49.36328275754747
827,0.21523360500000008,1701683438.7140605,-51.65080415499535
828,0.21523360500000008,1701683439.6678092,-52.7831174136321
829,0.21523360500000008,1701683440.411605,-53.64312052598819
830,0.21523360500000008,1701683441.1867263,-50.08461912542793
831,0.21523360500000008,1701683442.0957277,-51.71965569561159
832,0.21523360500000008,1701683442.8232625,-51.493507625272315
833,0.21523360500000008,1701683443.5399146,-53.13551976346097
834,0.21523360500000008,1701683444.2853043,-51.91623366013072
835,0.21523360500000008,1701683445.0298507,-51.444604730781215
836,0.21523360500000008,1701683445.7381992,-51.09991713352005
837,0.21523360500000008,1701683446.489512,-52.75503462496105
838,0.21523360500000008,1701683447.3446991,-52.47257664176784
839,0.21523360500000008,1701683448.107226,-51.47214713663241
840,0.21523360500000008,1701683448.8088338,-50.627092670401495
841,0.21523360500000008,1701683449.606193,-52.19711990351698
842,0.21523360500000008,1701683450.463089,-54.17109282601931
843,0.21523360500000008,1701683451.3559854,-50.66860488639903
844,0.21523360500000008,1701683452.236363,-50.62131847183319
845,0.21523360500000008,1701683453.0548794,-49.79312791783375
846,0.21523360500000008,1701683453.9646423,-51.21057111733584
847,0.21523360500000008,1701683454.8443742,-51.57642273576099
848,0.21523360500000008,1701683455.8011394,-51.03657485216304
849,0.21523360500000008,1701683456.6914916,-53.72864962651728
850,0.21523360500000008,1701683457.53722,-52.35407796451913
851,0.21523360500000008,1701683458.2307932,-53.338897447868035
852,0.21523360500000008,1701683458.9571462,-52.429334733893526
853,0.21523360500000008,1701683459.823662,-50.61188997821352
854,0.21523360500000008,1701683460.569685,-51.42396981014632
855,0.21523360500000008,1701683461.3701463,-52.36668300653596
856,0.21523360500000008,1701683462.2673736,-52.610884298163704
857,0.21523360500000008,1701683463.268203,-50.30419662309367
858,0.21523360500000008,1701683463.9982738,-51.23712145969493
859,0.21523360500000008,1701683464.7726748,-51.93738834422659
860,0.21523360500000008,1701683465.5566118,-51.92035558667911
861,0.21523360500000008,1701683466.4593372,-61.5481878306878
862,0.21523360500000008,1701683467.1813023,-50.884450669156536
863,0.21523360500000008,1701683467.8916373,-51.643661297852454
864,0.21523360500000008,1701683468.6130667,-53.836022408963636
865,0.21523360500000008,1701683469.3394635,-52.9352637721756
866,0.21523360500000008,1701683470.0342555,-53.458703703703684
867,0.21523360500000008,1701683470.9096181,-51.37739845938373
868,0.21523360500000008,1701683471.7086067,-50.758781512605076
869,0.21523360500000008,1701683472.4332285,-52.169322673513825
870,0.21523360500000008,1701683473.1749606,-51.547104341736706
871,0.21523360500000008,1701683473.9006996,-50.96833644568935
872,0.21523360500000008,1701683474.652811,-50.9781749922191
873,0.21523360500000008,1701683475.365494,-50.66836951447249
874,0.21523360500000008,1701683476.1065872,-49.503768674136296
875,0.21523360500000008,1701683477.1795816,-50.258833255524415
876,0.21523360500000008,1701683478.1834397,-49.94452653283534
877,0.21523360500000008,1701683478.9842536,-51.80878734827266
878,0.21523360500000008,1701683479.7107594,-51.48543884220354
879,0.21523360500000008,1701683480.4108508,-53.47957594148775
880,0.21523360500000008,1701683481.127696,-51.52979652972304
881,0.21523360500000008,1701683481.8468068,-52.254754901960794
882,0.21523360500000008,1701683482.7049413,-53.20298397136628
883,0.21523360500000008,1701683483.4203615,-50.48280306567072
884,0.21523360500000008,1701683484.1361916,-51.85882819794586
885,0.21523360500000008,1701683484.8667464,-53.73616246498596
886,0.21523360500000008,1701683485.6036415,-51.13097650171181
887,0.21523360500000008,1701683486.307784,-49.84303882664176
888,0.21523360500000008,1701683487.044238,-51.00237550575787
889,0.21523360500000008,1701683487.7800448,-51.01397525676935
890,0.21523360500000008,1701683488.6391203,-51.08767896047306
891,0.21523360500000008,1701683489.428269,-60.43352474323063
892,0.21523360500000008,1701683490.1673644,-50.70506613756609
893,0.21523360500000008,1701683490.8835957,-51.53337340491753
894,0.21523360500000008,1701683491.5828838,-50.81871576408347
895,0.21523360500000008,1701683492.3327868,-50.022079442888284
896,0.21523360500000008,1701683493.1372683,-50.74016145347031
897,0.21523360500000008,1701683494.8682709,-50.8837951291628
898,0.21523360500000008,1701683495.57323,-50.17344849050727
899,0.19371024450000007,1701683496.2935848,-50.20420284780581
900,0.19371024450000007,1701683497.0329463,-51.29348039215688
901,0.19371024450000007,1701683497.7294755,-58.21983232181761
902,0.19371024450000007,1701683498.579447,-50.8928481948335
903,0.19371024450000007,1701683499.3355103,-50.757736928104535
904,0.19371024450000007,1701683500.0645645,-50.292783613445344
905,0.19371024450000007,1701683500.8435721,-52.188751556178076
906,0.19371024450000007,1701683501.556493,-51.973287037037075
907,0.19371024450000007,1701683502.2797854,-50.94567187986302
908,0.19371024450000007,1701683503.0781865,-50.704649859944
909,0.19371024450000007,1701683503.8539171,-48.79302054155001
910,0.19371024450000007,1701683504.5464199,-51.94918378462495
911,0.19371024450000007,1701683505.24611,-53.458101462807356
912,0.19371024450000007,1701683505.9787643,-51.969390756302545
913,0.19371024450000007,1701683506.6832137,-49.845612356053515
914,0.19371024450000007,1701683507.3973775,-52.24995603797079
915,0.19371024450000007,1701683508.131154,-52.704663476501715
916,0.19371024450000007,1701683508.8362868,-51.912123404917544
917,0.19371024450000007,1701683509.6367562,-50.94868969810149
918,0.19371024450000007,1701683510.5266056,-51.31279061624651
919,0.19371024450000007,1701683511.232468,-54.08852201991906
920,0.19371024450000007,1701683511.9567297,-52.0423638344226
921,0.19371024450000007,1701683512.7463915,-50.88530656707125
922,0.19371024450000007,1701683513.7096126,-50.787986694677905
923,0.19371024450000007,1701683514.41776,-51.883863211951486
924,0.19371024450000007,1701683515.1577091,-50.23167483660132
925,0.19371024450000007,1701683515.913113,-50.825393713040725
926,0.19371024450000007,1701683516.6560163,-51.3733590102708
927,0.19371024450000007,1701683517.396268,-52.17224439775907
928,0.19371024450000007,1701683518.1464505,-50.89985099595395
929,0.19371024450000007,1701683518.8549373,-50.806403672580174
930,0.19371024450000007,1701683519.7039845,-50.12795362589478
931,0.19371024450000007,1701683520.4840167,-51.388576486149965
932,0.19371024450000007,1701683521.195759,-51.45623910675375
933,0.19371024450000007,1701683521.9011428,-50.097757936507996
934,0.19371024450000007,1701683522.60314,-51.95128267973863
935,0.19371024450000007,1701683523.3046317,-49.23217864923752
936,0.19371024450000007,1701683524.1049576,-49.32781162464986
937,0.19371024450000007,1701683524.947775,-51.30598194833483
938,0.19371024450000007,1701683525.641362,-52.67466036414566
939,0.19371024450000007,1701683526.3354256,-51.248546918767516
940,0.19371024450000007,1701683527.048864,-49.72999999999996
941,0.19371024450000007,1701683527.7416873,-51.674111811391256
942,0.19371024450000007,1701683528.4423144,-49.8085539215686
943,0.19371024450000007,1701683529.147453,-51.670069638966666
944,0.19371024450000007,1701683529.8366761,-49.5406286959228
945,0.19371024450000007,1701683530.5632358,-50.92409624961093
946,0.19371024450000007,1701683531.2627234,-50.31213702147528
947,0.19371024450000007,1701683532.1039104,-48.983651182695304
948,0.19371024450000007,1701683532.819976,-51.615406551509516
949,0.19371024450000007,1701683533.5480227,-50.58689737005915
950,0.19371024450000007,1701683534.22674,-50.85740429505137
951,0.19371024450000007,1701683535.0119216,-51.0837371615312
952,0.19371024450000007,1701683535.8469918,-51.495953937130416
953,0.19371024450000007,1701683536.613806,-50.32205376595083
954,0.19371024450000007,1701683537.3311296,-54.357275910364145
955,0.19371024450000007,1701683538.0444188,-52.40477240896361
956,0.19371024450000007,1701683538.803242,-50.17131652661066
957,0.19371024450000007,1701683539.5294075,-50.811325085589786
958,0.19371024450000007,1701683540.3087049,-49.57854886399008
959,0.19371024450000007,1701683541.136511,-49.57859360410831
960,0.19371024450000007,1701683541.8537922,-50.734876672891446
961,0.19371024450000007,1701683542.5531614,-49.758754279489594
962,0.19371024450000007,1701683543.2701988,-51.286193588546546
963,0.19371024450000007,1701683543.9698322,-50.36913398692813
964,0.19371024450000007,1701683544.6847057,-51.46572206660439
965,0.19371024450000007,1701683545.402315,-53.39238134142542
966,0.19371024450000007,1701683546.2858515,-54.06839674758796
967,0.19371024450000007,1701683547.0960696,-52.17137877373167
968,0.19371024450000007,1701683547.7902176,-53.373469887955096
969,0.19371024450000007,1701683548.5026805,-49.558157096171826
970,0.19371024450000007,1701683549.2151792,-51.326951058201054
971,0.19371024450000007,1701683549.9538894,-48.65496109554926
972,0.19371024450000007,1701683550.6591244,-50.990570339246844
973,0.19371024450000007,1701683551.3600798,-50.277074385309696
974,0.19371024450000007,1701683552.0645754,-51.83575007780895
975,0.19371024450000007,1701683552.7885964,-50.7714293495175
976,0.19371024450000007,1701683553.5223527,-49.55497393401806
977,0.19371024450000007,1701683554.43398,-53.2045650482415
978,0.19371024450000007,1701683555.1519005,-49.531511437908485
979,0.19371024450000007,1701683555.8715775,-51.424921023965155
980,0.19371024450000007,1701683556.5883055,-48.15229808590099
981,0.19371024450000007,1701683557.3014274,-51.049174058512335
982,0.19371024450000007,1701683558.087949,-51.947073607220574
983,0.19371024450000007,1701683559.050267,-50.2668071117336
984,0.19371024450000007,1701683559.807057,-50.71603446934335
985,0.19371024450000007,1701683560.5456426,-50.506978291316514
986,0.19371024450000007,1701683561.2747478,-52.65078859321504
987,0.19371024450000007,1701683562.0036879,-51.06021241830059
988,0.19371024450000007,1701683562.727746,-50.01143285091818
989,0.19371024450000007,1701683563.476802,-50.08599245253661
990,0.19371024450000007,1701683564.199014,-48.6599288048553
991,0.19371024450000007,1701683564.9216192,-50.7852832244009
992,0.19371024450000007,1701683565.638635,-50.021827342047935
993,0.19371024450000007,1701683566.3612494,-50.37346794273263
994,0.19371024450000007,1701683567.0804443,-50.13981364768131
995,0.19371024450000007,1701683567.811868,-49.34541005291005
996,0.19371024450000007,1701683568.5383484,-52.39138499844385
997,0.19371024450000007,1701683569.3408916,-51.39309990662929
998,0.19371024450000007,1701683570.0615056,-49.48589013383126
999,0.17433922005000008,1701683570.7725348,-50.71278478057886
1000,0.17433922005000008,1701683571.4918776,-50.99892507002801
1001,0.17433922005000008,1701683572.4499815,-52.532333488951146
1002,0.17433922005000008,1701683573.1725345,-50.41424369747903
1003,0.17433922005000008,1701683573.8895602,-52.164998443821965
1004,0.17433922005000008,1701683574.6309748,-49.965017896047314
1005,0.17433922005000008,1701683575.3756428,-50.32055127606593
1006,0.17433922005000008,1701683576.1010082,-50.91090880796766
1007,0.17433922005000008,1701683576.8320985,-50.989558823529386
1008,0.17433922005000008,1701683577.5751905,-51.95292250233429
1009,0.17433922005000008,1701683578.415122,-48.91748054777467
1010,0.17433922005000008,1701683579.1567721,-49.856896591970155
1011,0.17433922005000008,1701683579.8786602,-49.444207905384374
1012,0.17433922005000008,1701683580.6254008,-49.755007780890075
1013,0.17433922005000008,1701683581.402091,-50.81461718020543
1014,0.17433922005000008,1701683582.1946964,-52.47874610955494
1015,0.17433922005000008,1701683583.031732,-50.947779333955786
1016,0.17433922005000008,1701683583.751999,-52.29551120448181
1017,0.17433922005000008,1701683584.4659433,-53.131841347650145
1018,0.17433922005000008,1701683585.248496,-48.366502100840314
